*Nodes
6.12323399573677e-17,1,-0
-1,1.22464679914735e-16,-0
-1.83697019872103e-16,-1,-0
1,-2.44929359829471e-16,-0
0.499999999977506,-0.866025403797426,-0
0.866025403797425,-0.499999999977507,-0
0.866025403797426,0.499999999977506,-0
0.499999999977506,0.866025403797426,-0
-0.866025403797426,-0.499999999977506,-0
-0.499999999977507,-0.866025403797425,-1.05367121277235e-08
-0.499999999977506,0.866025403797426,-0
-0.866025403797425,0.499999999977507,-0
-0.466760704718106,-0.269504331878662,-0.842319333524818
0.466769491655998,-0.269137680199414,-0.842431689074004
5.99211354449514e-05,-0.539016046531301,-0.84229549327491
-1.59594559789866e-16,2.77555756156289e-17,-1
-5.99211354451734e-05,0.539016046531301,-0.84229549327491
-0.466769491655998,0.269137680199414,-0.842431689074004
0.466760704718106,0.269504331878662,-0.842319333524817
*FaceNodes
15,16,17
18,3,6
17,10,11
13,5,3
17,16,10
12,1,8
18,6,7
18,7,16
12,17,1
12,8,9
13,3,18
13,4,5
14,9,2
16,0,10
14,12,9
15,18,16
15,13,18
14,2,4
14,4,13
15,17,12
17,11,1
15,12,14
16,7,0
15,14,13
