*Nodes
6.12323399573677e-17,1,-0
-1,1.22464679914735e-16,-0
-1.83697019872103e-16,-1,-0
1,-2.44929359829471e-16,-0
0.258819045051308,-0.965925826302791,-0
0.499999999976943,-0.866025403797751,-0
0.707106781186547,-0.707106781186548,-0
0.86602540379775,-0.499999999976944,-0
0.96592582630279,-0.258819045051309,-0
0.965925826302791,0.258819045051308,-0
0.866025403797751,0.499999999976943,-0
0.707106781186548,0.707106781186547,-0
0.499999999976943,0.866025403797751,-0
0.258819045051309,0.96592582630279,-0
-0.965925826302791,-0.258819045051308,-0
-0.866025403797751,-0.499999999976943,-0
-0.707106781186548,-0.707106781186547,-0
-0.499999999976944,-0.86602540379775,-0
-0.258819045051309,-0.96592582630279,-0
-0.258819045051308,0.965925826302791,-0
-0.499999999976943,0.866025403797751,-0
-0.707106781186547,0.707106781186548,-0
-0.866025403797751,0.499999999976943,-0
-0.96592582630279,0.258819045051309,-0
-0.147590889282098,-0.258223878736646,-0.954744655837948
0.289221011627004,-0.0752943772544796,-0.954296580307879
0.110510506010178,-0.266347065523989,-0.957521106163271
-0.000960763982166195,0.0289890561415421,-0.999579267270282
0.105602543490816,0.792053651286531,-0.601247965727905
-0.0935377706348373,0.757409369200393,-0.646205642897157
-0.295720237515769,0.705295795527481,-0.644288275490774
0.290697022807539,0.703915337504641,-0.648072865159899
-0.488374716104472,0.635688142656887,-0.597821647278946
0.485449083429085,0.635941435677522,-0.599931394232935
-0.604783153245571,0.467167154770293,-0.644974563106308
0.604078827538836,0.46808983787442,-0.644965637687779
-0.70719453281947,0.286113048570409,-0.646540962498123
0.707021212604883,0.290079972394515,-0.644960940322992
-0.794830360838698,0.104952549779506,-0.597686924554826
0.793131898642346,0.107369911189601,-0.599511045375417
-0.759688016493107,-0.0930347955954048,-0.643598201058153
0.753463906021019,-0.0890840678326511,-0.651426259205089
-0.696759183623205,-0.299297809049759,-0.651879944111444
0.697136845101768,-0.298464454388695,-0.651858258111387
-0.632294790969812,-0.488341331913201,-0.601436647418232
0.627688375067306,-0.488244991697135,-0.606320156260725
-0.467179898242272,-0.604474019519337,-0.645255067709256
0.46041169112011,-0.605051840052386,-0.64956396569479
-0.281699420777569,-0.705314033544445,-0.650520983842065
0.304397574983813,-0.737782860501833,-0.602510221567823
-0.099432777162092,-0.789363250911623,-0.605820749839478
0.100962468774695,-0.753323418797541,-0.649854142550544
0.070848704820795,0.536594885036907,-0.840860505897051
-0.334396435348102,0.434358649351414,-0.836368093461305
0.325052274399406,0.432472470371904,-0.84101639774632
-0.541929035537077,0.0724890288133238,-0.837292219684116
0.541323141768486,0.0707622649433045,-0.837831700310981
-0.430233352127432,-0.329670436708692,-0.840366982857783
0.415410043499712,-0.333505570758617,-0.846291043337064
-0.0648073646596599,-0.528265226106269,-0.846602537424004
-0.143605167613458,0.534075529935937,-0.83315117725318
-0.485450946685399,0.279269993284661,-0.828459805429953
0.477173667145531,0.274389554596311,-0.834874639518607
-0.53817812113482,-0.143304135676891,-0.830558989253439
0.534975258620053,-0.142441735444998,-0.832773573468698
-0.274790263949335,-0.475213315426814,-0.835860404421522
0.206393047013363,-0.502808728098063,-0.839395790490367
0.115637725688072,0.291168918351431,-0.949657084101281
-0.0921750109101214,0.315676765956985,-0.944379132975024
-0.263591489586976,0.151661505875543,-0.952637556604232
0.277879215904578,0.152308222184913,-0.948464731459809
-0.29006968577367,-0.0765631163492699,-0.953937978387512
*FaceNodes
62,37,35
62,35,54
63,40,42
40,1,14
63,55,40
70,54,67
64,58,43
65,46,48
65,57,46
66,47,58
25,58,64
25,64,56
71,63,57
24,65,59
69,53,61
69,68,53
69,61,55
26,59,66
34,21,22
36,34,22
32,20,21
30,19,20
43,7,8
25,56,70
26,24,59
42,14,15
43,8,41
41,8,3
27,68,69
27,69,71
42,15,44
44,15,16
49,4,5
26,66,58
27,70,67
26,58,25
27,25,70
48,17,18
59,48,50
51,2,4
27,71,24
39,3,9
47,5,6
28,13,0
37,9,10
35,10,11
27,24,26
27,26,25
31,12,13
28,0,29
49,51,4
32,21,34
38,23,1
36,22,23
35,11,33
33,11,12
46,16,17
50,48,18
29,0,19
29,19,30
46,17,48
44,16,46
45,6,7
40,38,1
65,48,59
47,6,45
24,57,65
57,44,46
57,42,44
60,29,30
36,23,38
61,34,36
33,12,31
54,33,31
39,9,37
41,3,39
43,45,7
54,31,52
56,39,37
28,31,13
52,31,28
52,28,29
24,71,57
56,41,39
50,18,2
50,2,51
32,30,20
64,43,41
63,42,57
53,30,32
35,37,10
60,52,29
59,50,51
70,56,62
40,14,42
53,32,34
66,51,49
47,49,5
62,56,37
54,35,33
55,36,38
61,53,34
70,62,54
67,54,52
55,38,40
71,55,63
58,45,43
64,41,56
71,69,55
66,59,51
58,47,45
27,67,68
66,49,47
68,52,60
60,30,53
68,67,52
61,36,55
68,60,53
